1 1.17997e-23
1.07227 1.17997e-23
1.14976 1.17997e-23
1.23285 1.17995e-23
1.32194 1.17988e-23
1.41747 1.17963e-23
1.51991 1.17888e-23
1.62975 1.1768e-23
1.74753 1.1714e-23
1.87382 1.15833e-23
2.00923 1.12867e-23
2.15443 1.06526e-23
2.31013 9.37041e-24
2.47708 6.90904e-24
2.65609 2.40835e-24
2.84804 5.45579e-24
3.05386 1.8625e-23
3.27455 3.98164e-23
3.51119 7.26651e-23
3.76494 1.21824e-22
4.03702 1.92994e-22
4.32876 2.92872e-22
4.64159 4.29005e-22
4.97702 6.09611e-22
5.3367 8.43472e-22
5.72237 1.14017e-21
6.13591 1.51113e-21
6.57933 1.9722e-21
7.0548 2.54915e-21
7.56463 3.2876e-21
8.11131 4.26976e-21
8.69749 5.64055e-21
9.32603 7.64529e-21
10 1.06809e-20
10.7227 1.53599e-20
11.4976 2.25862e-20
12.3285 3.36347e-20
13.2194 5.02292e-20
14.1747 7.46062e-20
15.1991 1.09554e-19
16.2975 1.58423e-19
17.4753 2.25099e-19
18.7382 3.13965e-19
20.0923 4.2986e-19
21.5443 5.78103e-19
23.1013 7.6461e-19
24.7708 9.96191e-19
26.5609 1.28106e-18
28.4804 1.62957e-18
30.5386 2.05521e-18
32.7455 2.57569e-18
35.1119 3.21404e-18
37.6494 3.99961e-18
40.3702 4.9686e-18
43.2876 6.16418e-18
46.4159 7.63586e-18
49.7702 9.43818e-18
53.367 1.16287e-17
57.2237 1.42654e-17
61.3591 1.74035e-17
65.7933 2.10927e-17
70.548 2.53735e-17
75.6463 3.0275e-17
81.1131 3.58125e-17
86.9749 4.19861e-17
93.2603 4.87806e-17
100 5.61651e-17
107.227 6.40952e-17
114.976 7.25139e-17
123.285 8.13547e-17
132.194 9.05441e-17
141.747 1.00004e-16
151.991 1.09656e-16
162.975 1.1942e-16
174.753 1.29223e-16
187.382 1.38993e-16
200.923 1.48667e-16
215.443 1.58188e-16
231.013 1.67506e-16
247.708 1.7658e-16
265.609 1.85376e-16
284.804 1.93866e-16
305.386 2.0203e-16
327.455 2.09854e-16
351.119 2.17329e-16
376.494 2.2445e-16
403.702 2.31217e-16
432.876 2.37632e-16
464.159 2.43702e-16
497.702 2.49433e-16
533.67 2.54835e-16
572.237 2.59919e-16
613.591 2.64697e-16
657.933 2.6918e-16
705.48 2.73381e-16
756.463 2.77313e-16
811.131 2.80989e-16
869.749 2.8442e-16
932.603 2.8762e-16
1000 2.906e-16
